cwe,relationship,target_cwe
CWE-626: Null Byte Interaction Error (Poison Null Byte),ChildOf,CWE-436: Interpretation Conflict
CWE-626: Null Byte Interaction Error (Poison Null Byte),ChildOf,CWE-147: Improper Neutralization of Input Terminators
CWE-627: Dynamic Variable Evaluation,ChildOf,CWE-914: Improper Control of Dynamically-Identified Variables
CWE-627: Dynamic Variable Evaluation,PeerOf,CWE-183: Permissive List of Allowed Inputs
CWE-628: Function Call with Incorrectly Specified Arguments,ChildOf,CWE-573: Improper Following of Specification by Caller
CWE-628: Function Call with Incorrectly Specified Arguments,ParentOf,CWE-683: Function Call With Incorrect Order of Arguments
CWE-628: Function Call with Incorrectly Specified Arguments,ParentOf,CWE-685: Function Call With Incorrect Number of Arguments
CWE-628: Function Call with Incorrectly Specified Arguments,ParentOf,CWE-686: Function Call With Incorrect Argument Type
CWE-628: Function Call with Incorrectly Specified Arguments,ParentOf,CWE-687: Function Call With Incorrectly Specified Argument Value
CWE-628: Function Call with Incorrectly Specified Arguments,ParentOf,CWE-688: Function Call With Incorrect Variable or Reference as Argument
CWE-628: Function Call with Incorrectly Specified Arguments,MemberOf,CWE-1006: Bad Coding Practices
CWE-636: Not Failing Securely ('Failing Open'),ChildOf,CWE-755: Improper Handling of Exceptional Conditions
CWE-636: Not Failing Securely ('Failing Open'),ChildOf,CWE-657: Violation of Secure Design Principles
CWE-636: Not Failing Securely ('Failing Open'),ParentOf,CWE-455: Non-exit on Failed Initialization
CWE-636: Not Failing Securely ('Failing Open'),PeerOf,CWE-280: Improper Handling of Insufficient Permissions or Privileges 
CWE-637: Unnecessary Complexity in Protection Mechanism (Not Using 'Economy of Mechanism'),ChildOf,CWE-657: Violation of Secure Design Principles
CWE-638: Not Using Complete Mediation,ChildOf,CWE-862: Missing Authorization
CWE-638: Not Using Complete Mediation,ChildOf,CWE-657: Violation of Secure Design Principles
CWE-638: Not Using Complete Mediation,ParentOf,CWE-424: Improper Protection of Alternate Path
CWE-639: Authorization Bypass Through User-Controlled Key,ChildOf,CWE-863: Incorrect Authorization
CWE-639: Authorization Bypass Through User-Controlled Key,ParentOf,CWE-566: Authorization Bypass Through User-Controlled SQL Primary Key
CWE-639: Authorization Bypass Through User-Controlled Key,MemberOf,CWE-1212: Authorization Errors
CWE-639: Authorization Bypass Through User-Controlled Key,MemberOf,CWE-840: Business Logic Errors
CWE-639: Authorization Bypass Through User-Controlled Key,ChildOf,CWE-863: Incorrect Authorization
CWE-639: Authorization Bypass Through User-Controlled Key,MemberOf,CWE-1011: Authorize Actors
CWE-639: Authorization Bypass Through User-Controlled Key,ChildOf,CWE-284: Improper Access Control
CWE-640: Weak Password Recovery Mechanism for Forgotten Password,ChildOf,CWE-1390: Weak Authentication
CWE-640: Weak Password Recovery Mechanism for Forgotten Password,MemberOf,CWE-255: Credentials Management Errors
CWE-640: Weak Password Recovery Mechanism for Forgotten Password,MemberOf,CWE-840: Business Logic Errors
CWE-640: Weak Password Recovery Mechanism for Forgotten Password,ChildOf,CWE-287: Improper Authentication
CWE-640: Weak Password Recovery Mechanism for Forgotten Password,MemberOf,CWE-1010: Authenticate Actors
CWE-641: Improper Restriction of Names for Files and Other Resources,ChildOf,CWE-99: Improper Control of Resource Identifiers ('Resource Injection')
CWE-641: Improper Restriction of Names for Files and Other Resources,MemberOf,CWE-1215: Data Validation Issues
CWE-641: Improper Restriction of Names for Files and Other Resources,MemberOf,CWE-137: Data Neutralization Issues
CWE-641: Improper Restriction of Names for Files and Other Resources,MemberOf,CWE-399: Resource Management Errors
CWE-641: Improper Restriction of Names for Files and Other Resources,MemberOf,CWE-1019: Validate Inputs
CWE-642: External Control of Critical State Data,ChildOf,CWE-668: Exposure of Resource to Wrong Sphere
CWE-642: External Control of Critical State Data,ParentOf,CWE-15: External Control of System or Configuration Setting
CWE-642: External Control of Critical State Data,ParentOf,CWE-73: External Control of File Name or Path
CWE-642: External Control of Critical State Data,ParentOf,CWE-426: Untrusted Search Path
CWE-642: External Control of Critical State Data,ParentOf,CWE-472: External Control of Assumed-Immutable Web Parameter
CWE-642: External Control of Critical State Data,ParentOf,CWE-565: Reliance on Cookies without Validation and Integrity Checking
CWE-642: External Control of Critical State Data,MemberOf,CWE-1011: Authorize Actors
CWE-643: Improper Neutralization of Data within XPath Expressions ('XPath Injection'),ChildOf,CWE-91: XML Injection (aka Blind XPath Injection)
CWE-643: Improper Neutralization of Data within XPath Expressions ('XPath Injection'),ChildOf,CWE-943: Improper Neutralization of Special Elements in Data Query Logic
CWE-643: Improper Neutralization of Data within XPath Expressions ('XPath Injection'),MemberOf,CWE-1019: Validate Inputs
CWE-644: Improper Neutralization of HTTP Headers for Scripting Syntax,ChildOf,CWE-116: Improper Encoding or Escaping of Output
CWE-645: Overly Restrictive Account Lockout Mechanism,ChildOf,CWE-287: Improper Authentication
CWE-645: Overly Restrictive Account Lockout Mechanism,MemberOf,CWE-1211: Authentication Errors
CWE-645: Overly Restrictive Account Lockout Mechanism,MemberOf,CWE-1216: Lockout Mechanism Errors
CWE-645: Overly Restrictive Account Lockout Mechanism,MemberOf,CWE-1017: Lock Computer
CWE-646: Reliance on File Name or Extension of Externally-Supplied File,ChildOf,CWE-345: Insufficient Verification of Data Authenticity
CWE-647: Use of Non-Canonical URL Paths for Authorization Decisions,ChildOf,CWE-863: Incorrect Authorization
CWE-647: Use of Non-Canonical URL Paths for Authorization Decisions,MemberOf,CWE-1011: Authorize Actors
CWE-648: Incorrect Use of Privileged APIs,ChildOf,CWE-269: Improper Privilege Management
CWE-648: Incorrect Use of Privileged APIs,MemberOf,CWE-265: Privilege Issues
CWE-649: Reliance on Obfuscation or Encryption of Security-Relevant Inputs without Integrity Checking,ChildOf,CWE-345: Insufficient Verification of Data Authenticity
CWE-649: Reliance on Obfuscation or Encryption of Security-Relevant Inputs without Integrity Checking,MemberOf,CWE-1214: Data Integrity Issues
CWE-649: Reliance on Obfuscation or Encryption of Security-Relevant Inputs without Integrity Checking,MemberOf,CWE-1020: Verify Message Integrity
CWE-650: Trusting HTTP Permission Methods on the Server Side,ChildOf,CWE-436: Interpretation Conflict
CWE-651: Exposure of WSDL File Containing Sensitive Information,ChildOf,CWE-538: Insertion of Sensitive Information into Externally-Accessible File or Directory
CWE-652: Improper Neutralization of Data within XQuery Expressions ('XQuery Injection'),ChildOf,CWE-91: XML Injection (aka Blind XPath Injection)
CWE-652: Improper Neutralization of Data within XQuery Expressions ('XQuery Injection'),ChildOf,CWE-943: Improper Neutralization of Special Elements in Data Query Logic
CWE-652: Improper Neutralization of Data within XQuery Expressions ('XQuery Injection'),MemberOf,CWE-1019: Validate Inputs
CWE-653: Improper Isolation or Compartmentalization,ChildOf,CWE-693: Protection Mechanism Failure
CWE-653: Improper Isolation or Compartmentalization,ChildOf,CWE-657: Violation of Secure Design Principles
CWE-653: Improper Isolation or Compartmentalization,ParentOf,CWE-1189: Improper Isolation of Shared Resources on System-on-a-Chip (SoC)
CWE-653: Improper Isolation or Compartmentalization,ParentOf,CWE-1331: Improper Isolation of Shared Resources in Network On Chip (NoC)
CWE-653: Improper Isolation or Compartmentalization,MemberOf,CWE-1212: Authorization Errors
CWE-653: Improper Isolation or Compartmentalization,MemberOf,CWE-1011: Authorize Actors
CWE-654: Reliance on a Single Factor in a Security Decision,ChildOf,CWE-693: Protection Mechanism Failure
CWE-654: Reliance on a Single Factor in a Security Decision,ChildOf,CWE-657: Violation of Secure Design Principles
CWE-654: Reliance on a Single Factor in a Security Decision,ParentOf,CWE-308: Use of Single-factor Authentication
CWE-654: Reliance on a Single Factor in a Security Decision,ParentOf,CWE-309: Use of Password System for Primary Authentication
CWE-654: Reliance on a Single Factor in a Security Decision,PeerOf,CWE-1293: Missing Source Correlation of Multiple Independent Data
CWE-654: Reliance on a Single Factor in a Security Decision,MemberOf,CWE-1006: Bad Coding Practices
CWE-655: Insufficient Psychological Acceptability,ChildOf,CWE-693: Protection Mechanism Failure
CWE-655: Insufficient Psychological Acceptability,ChildOf,CWE-657: Violation of Secure Design Principles
CWE-656: Reliance on Security Through Obscurity,ChildOf,CWE-693: Protection Mechanism Failure
CWE-656: Reliance on Security Through Obscurity,ChildOf,CWE-657: Violation of Secure Design Principles
CWE-656: Reliance on Security Through Obscurity,PeerOf,CWE-603: Use of Client-Side Authentication
CWE-656: Reliance on Security Through Obscurity,CanPrecede,CWE-259: Use of Hard-coded Password
CWE-656: Reliance on Security Through Obscurity,CanPrecede,CWE-321: Use of Hard-coded Cryptographic Key
CWE-656: Reliance on Security Through Obscurity,CanPrecede,CWE-472: External Control of Assumed-Immutable Web Parameter
CWE-656: Reliance on Security Through Obscurity,MemberOf,CWE-1006: Bad Coding Practices
CWE-656: Reliance on Security Through Obscurity,MemberOf,CWE-1011: Authorize Actors
CWE-657: Violation of Secure Design Principles,ChildOf,CWE-710: Improper Adherence to Coding Standards
CWE-657: Violation of Secure Design Principles,ParentOf,CWE-250: Execution with Unnecessary Privileges
CWE-657: Violation of Secure Design Principles,ParentOf,CWE-636: Not Failing Securely ('Failing Open')
CWE-657: Violation of Secure Design Principles,ParentOf,CWE-637: Unnecessary Complexity in Protection Mechanism (Not Using 'Economy of Mechanism')
CWE-657: Violation of Secure Design Principles,ParentOf,CWE-638: Not Using Complete Mediation
CWE-657: Violation of Secure Design Principles,ParentOf,CWE-653: Improper Isolation or Compartmentalization
CWE-657: Violation of Secure Design Principles,ParentOf,CWE-654: Reliance on a Single Factor in a Security Decision
CWE-657: Violation of Secure Design Principles,ParentOf,CWE-655: Insufficient Psychological Acceptability
CWE-657: Violation of Secure Design Principles,ParentOf,CWE-656: Reliance on Security Through Obscurity
CWE-657: Violation of Secure Design Principles,ParentOf,CWE-671: Lack of Administrator Control over Security
CWE-657: Violation of Secure Design Principles,ParentOf,CWE-1192: Improper Identifier for IP Block used in System-On-Chip (SOC)
CWE-657: Violation of Secure Design Principles,ParentOf,CWE-1395: Dependency on Vulnerable Third-Party Component
CWE-662: Improper Synchronization,ChildOf,CWE-691: Insufficient Control Flow Management
CWE-662: Improper Synchronization,ChildOf,CWE-664: Improper Control of a Resource Through its Lifetime
CWE-662: Improper Synchronization,ParentOf,CWE-663: Use of a Non-reentrant Function in a Concurrent Context
CWE-662: Improper Synchronization,ParentOf,CWE-667: Improper Locking
CWE-662: Improper Synchronization,ParentOf,CWE-820: Missing Synchronization
CWE-662: Improper Synchronization,ParentOf,CWE-821: Incorrect Synchronization
CWE-662: Improper Synchronization,ParentOf,CWE-1058: Invokable Control Element in Multi-Thread Context with non-Final Static Storable or Member Element
CWE-662: Improper Synchronization,CanPrecede,CWE-362: Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')
CWE-662: Improper Synchronization,MemberOf,CWE-1003: Weaknesses for Simplified Mapping of Published Vulnerabilities
CWE-662: Improper Synchronization,ParentOf,CWE-667: Improper Locking
CWE-662: Improper Synchronization,ParentOf,CWE-366: Race Condition within a Thread
CWE-662: Improper Synchronization,ParentOf,CWE-543: Use of Singleton Pattern Without Synchronization in a Multithreaded Context
CWE-662: Improper Synchronization,ParentOf,CWE-567: Unsynchronized Access to Shared Data in a Multithreaded Context
CWE-662: Improper Synchronization,ParentOf,CWE-667: Improper Locking
CWE-662: Improper Synchronization,ParentOf,CWE-764: Multiple Locks of a Critical Resource
CWE-662: Improper Synchronization,ParentOf,CWE-820: Missing Synchronization
CWE-662: Improper Synchronization,ParentOf,CWE-821: Incorrect Synchronization
CWE-662: Improper Synchronization,ParentOf,CWE-833: Deadlock
CWE-662: Improper Synchronization,ParentOf,CWE-1058: Invokable Control Element in Multi-Thread Context with non-Final Static Storable or Member Element
CWE-662: Improper Synchronization,ParentOf,CWE-1096: Singleton Class Instance Creation without Proper Locking or Synchronization
CWE-662: Improper Synchronization,ParentOf,CWE-366: Race Condition within a Thread
CWE-662: Improper Synchronization,ParentOf,CWE-543: Use of Singleton Pattern Without Synchronization in a Multithreaded Context
CWE-662: Improper Synchronization,ParentOf,CWE-567: Unsynchronized Access to Shared Data in a Multithreaded Context
CWE-662: Improper Synchronization,ParentOf,CWE-667: Improper Locking
CWE-662: Improper Synchronization,ParentOf,CWE-764: Multiple Locks of a Critical Resource
CWE-662: Improper Synchronization,ParentOf,CWE-820: Missing Synchronization
CWE-662: Improper Synchronization,ParentOf,CWE-821: Incorrect Synchronization
CWE-662: Improper Synchronization,ParentOf,CWE-1058: Invokable Control Element in Multi-Thread Context with non-Final Static Storable or Member Element
CWE-662: Improper Synchronization,ParentOf,CWE-1096: Singleton Class Instance Creation without Proper Locking or Synchronization
CWE-663: Use of a Non-reentrant Function in a Concurrent Context,ChildOf,CWE-662: Improper Synchronization
CWE-663: Use of a Non-reentrant Function in a Concurrent Context,ParentOf,CWE-479: Signal Handler Use of a Non-reentrant Function
CWE-663: Use of a Non-reentrant Function in a Concurrent Context,ParentOf,CWE-558: Use of getlogin() in Multithreaded Application
